Total Subroutine call(s) for PE#2= 54 in Quad #0.
Total call to ??no_name??() subroutine at address 0x90007b28 is 1 time(s)
				 Cumulative cycles 1929499760.
				 Exclusive cycles 1634
Total call to __main() subroutine at address 0x90000a50 is 1 time(s)
				 Cumulative cycles 186792.
				 Exclusive cycles 890
Total call to __initrtl() subroutine at address 0x90001092 is 1 time(s)
				 Cumulative cycles 67409.
				 Exclusive cycles 1120
Total call to _semaphore_global_lock() subroutine at address 0x900054f6 is 2 time(s)
				 Cumulative cycles 73251.
				 Exclusive cycles 2048
Total call to read_control_word() subroutine at address 0x900055a2 is 10 time(s)
				 Cumulative cycles 9600.
				 Exclusive cycles 9600
Total call to SemaphoreLock() subroutine at address 0x90005492 is 2 time(s)
				 Cumulative cycles 68963.
				 Exclusive cycles 68963
Total call to _semaphore_global_unlock() subroutine at address 0x90005528 is 2 time(s)
				 Cumulative cycles 4188.
				 Exclusive cycles 1448
Total call to SemaphoreUnLock() subroutine at address 0x900054e8 is 3 time(s)
				 Cumulative cycles 1350.
				 Exclusive cycles 1350
Total call to __insp_initialize() subroutine at address 0x90004d1c is 1 time(s)
				 Cumulative cycles 118493.
				 Exclusive cycles 81423
Total call to __pe_delay() subroutine at address 0x90001136 is 4670039 time(s)
				 Cumulative cycles 373604108.
				 Exclusive cycles 373604108
Total call to _quad_get_index() subroutine at address 0x90004fe2 is 2 time(s)
				 Cumulative cycles 20326.
				 Exclusive cycles 1110
Total call to quad_get_index() subroutine at address 0x90004ff0 is 2 time(s)
				 Cumulative cycles 19216.
				 Exclusive cycles 5600
Total call to quad_get_num_r_quads() subroutine at address 0x90004f32 is 2 time(s)
				 Cumulative cycles 2746.
				 Exclusive cycles 2746
Total call to quad_in_pio_quad() subroutine at address 0x9000508c is 2 time(s)
				 Cumulative cycles 6772.
				 Exclusive cycles 2474
Total call to get_base_address() subroutine at address 0x900055da is 5 time(s)
				 Cumulative cycles 10445.
				 Exclusive cycles 5845
Total call to __pe_getsreg() subroutine at address 0x90000d9c is 5 time(s)
				 Cumulative cycles 1305.
				 Exclusive cycles 1305
Total call to _printf() subroutine at address 0x9000499c is 1 time(s)
				 Cumulative cycles 288028.
				 Exclusive cycles 2252
Total call to ??no_name??() subroutine at address 0x90004412 is 1 time(s)
				 Cumulative cycles 285776.
				 Exclusive cycles 16358
Total call to _semaphore_lock() subroutine at address 0x900054c4 is 518 time(s)
				 Cumulative cycles 377036.
				 Exclusive cycles 377036
Total call to ??no_name??() subroutine at address 0x90003bfa is 3 time(s)
				 Cumulative cycles 65669.
				 Exclusive cycles 25232
Total call to ??no_name??() subroutine at address 0x9000337c is 4 time(s)
				 Cumulative cycles 8388.
				 Exclusive cycles 8388
Total call to __inspector_send_message() subroutine at address 0x900033ec is 3 time(s)
				 Cumulative cycles 22957.
				 Exclusive cycles 10736
Total call to ??no_name??() subroutine at address 0x900033a4 is 3 time(s)
				 Cumulative cycles 4032.
				 Exclusive cycles 4032
Total call to __pe_putreg() subroutine at address 0x90000cfc is 3 time(s)
				 Cumulative cycles 792.
				 Exclusive cycles 792
Total call to __pe_getreg() subroutine at address 0x90000c58 is 16 time(s)
				 Cumulative cycles 4208.
				 Exclusive cycles 4208
Total call to _semaphore_unlock() subroutine at address 0x900054f2 is 518 time(s)
				 Cumulative cycles 9842.
				 Exclusive cycles 9842
Total call to ??no_name??() subroutine at address 0x9000432c is 1 time(s)
				 Cumulative cycles 1408.
				 Exclusive cycles 1408
